2017-03-24 08:48:23,086 INFO [EmailBounceBack.EmailBounceBack]: EmailBounceBack Started.
2017-03-24 08:48:25,079 DEBUG[EmailBounceBack.Core.EmailMonitor]: Timer Thread - Started
2017-03-24 08:48:25,479 DEBUG[EmailBounceBack.Core.EmailMonitor]: Processing mailbox {0} ...DeciphaNSW_OEH@deciphad.com.au
2017-03-24 08:48:39,416 INFO [EmailBounceBack.Core.EmailMonitor]: It is normal message
2017-03-24 08:48:39,418 INFO [EmailBounceBack.Core.EmailMonitor]: Bounce Message Found : Undeliverable: TestFailure,Subject contains filter text : True
2017-03-24 08:48:39,419 DEBUG[EmailBounceBack.Core.EmailMonitor]: Validating Mail Subject
2017-03-24 09:40:46,600 INFO [EmailBounceBack.EmailBounceBack]: EmailBounceBack Started.
2017-03-24 09:40:48,595 DEBUG[EmailBounceBack.Core.EmailMonitor]: Timer Thread - Started
2017-03-24 09:40:48,913 DEBUG[EmailBounceBack.Core.EmailMonitor]: Processing mailbox {0} ...DeciphaNSW_OEH@deciphad.com.au
2017-03-24 09:40:49,618 INFO [EmailBounceBack.Core.EmailMonitor]: Bounce Message Found : Undeliverable: TestFailure,Subject contains filter text : True
2017-03-24 09:40:49,618 DEBUG[EmailBounceBack.Core.EmailMonitor]: Validating Mail Subject
2017-03-24 09:40:49,625 INFO [EmailBounceBack.Core.EmailMonitor]: Bounce Message Found : Undeliverable: Mail_WildLife Licensing__07032017_04:16_1of1(1069),Subject contains filter text : True
2017-03-24 09:40:49,625 DEBUG[EmailBounceBack.Core.EmailMonitor]: Validating Mail Subject
2017-03-24 09:40:56,393 INFO [EmailBounceBack.Core.EmailMonitor]: Bounce Message Found : Undeliverable: Mail_WildLife Licensing__07032017_04:16_1of1(1069),Subject contains filter text : True
2017-03-24 09:40:56,393 DEBUG[EmailBounceBack.Core.EmailMonitor]: Validating Mail Subject
2017-03-24 09:40:57,628 DEBUG[EmailBounceBack.Core.EmailMonitor]: Processing mailbox {0} ...DeciphaNSW_OEH@deciphad.com.au
2017-03-24 09:40:57,828 INFO [EmailBounceBack.Core.EmailMonitor]: Bounce Message Found : Undeliverable: TestFailure,Subject contains filter text : True
2017-03-24 09:40:57,828 DEBUG[EmailBounceBack.Core.EmailMonitor]: Validating Mail Subject
2017-03-24 09:40:57,833 INFO [EmailBounceBack.Core.EmailMonitor]: Bounce Message Found : Undeliverable: Mail_WildLife Licensing__07032017_04:16_1of1(1069),Subject contains filter text : True
2017-03-24 09:40:57,834 DEBUG[EmailBounceBack.Core.EmailMonitor]: Validating Mail Subject
2017-03-24 10:39:33,934 INFO [EmailBounceBack.EmailBounceBack]: EmailBounceBack Started.
2017-03-24 10:39:35,926 DEBUG[EmailBounceBack.Core.EmailMonitor]: Timer Thread - Started
2017-03-24 10:39:36,260 DEBUG[EmailBounceBack.Core.EmailMonitor]: Processing mailbox {0} ...DeciphaNSW_OEH@deciphad.com.au
2017-03-24 10:39:37,049 INFO [EmailBounceBack.Core.EmailMonitor]: Bounce Message Found : Undeliverable: TestFailure,Subject contains filter text : True
